air_carrier_id_pk,airport_code,name,city
3063,LIC,Limon Municipal,Limon
3064,LIE,Libenge Airport,Libenge
3065,LIG,Limoges Bellegarde,Limoges
3066,LIH,Lihue Airport,Lihue
3067,LIJ,Long Island Airport,Long Island
3068,LIK,Likiep Island Airport,Likiep Island
3069,LIL,Lille Lesquin,Lille
3070,LIM,Jorge Chavez International,Lima
3071,LIN,Milano Linate,Milan
3072,LIO,Puerto Limon,Limon
3073,LIQ,Lisala Airport,Lisala
3074,LIR,Daniel Oduber International,Liberia
3075,LIS,Lisboa,Lisbon
3076,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock
3077,LIV,Livengood Airport,Livengood
3078,LIW,Loikaw Airport,Loikaw
3079,LIY,Wright AAF/Midcoast Regional,Hinesville
3080,LIZ,Loring International,Limestone
3081,LJA,Lodja Airport,Lodja
3082,LJG,Sanyi,Lijiang
3083,LJN,Brazoria County,Lake Jackson
3084,LJU,Ljubljana Airport,Ljubljana
3085,LJY,Floyd W Jones Lebanon,Lebanon
3086,LKE,Lake Union Terminal,Seattle
3087,LKK,Kulik Lake Airport,Kulik Lake
3088,LKL,Banak,Lakselv
3089,LKM,Nekempte Airport,Nekempte
3090,LKN,Leknes Airport,Leknes
3091,LKO,Chaudhary Charan Singh Lucknow International,Lucknow
3092,LKP,Lake Placid Airport,Lake Placid
3093,LKV,Lake County,Lakeview
3094,LKZ,RAF Lakenheath,Lakenheath
3095,LLA,Kallax,Lulea
3096,LLI,Lalibella Airport,Lalibella
3097,LLW,Kamuzu International,Lilongwe
3098,LLX,Caledonia County,Lyndonville
3099,LLY,South Jersey Regional,Mount Holly
3100,LMA,Lake Minchumina Airport,Lake Minchumina
3101,LMI,Lumi Airport,Lumi
3102,LMM,Valle del Fuerte International,Los Mochis
3103,LMN,Limbang Airport,Limbang
3104,LMO,RAF Lossiemouth,Lossiemouth
3105,LMP,Lampedusa Airport,Lampedusa
3106,LMQ,Marsa Brega S21,Marsa Brega
3107,LMS,Louisville Winston County,Louisville
3108,LMT,Crater Lake Klamath Regional,Klamath Falls
3109,LNA,Palm Beach County Park,West Palm Beach
3110,LND,Hunt Field,Lander
3111,LNE,Lonorore Airport,Lonorore
3112,LNI,Lonely AS,Lonely
3113,LNK,Lincoln Airport,Lincoln
3114,LNL,Kings Land O' Lakes,Land O' Lakes
3115,LNP,Lonesome Pine,Wise
3116,LNR,Tri County Regional,Lone Rock
3117,LNS,Lancaster Airport,Lancaster
3118,LNT,Lanett Municipal,Lanett
3119,LNV,Kunaye,Londolovit
3120,LNY,Lanai Airport,Lanai
3121,LNZ,Linz Airport,Linz
3122,LOA,Lorraine Airport,Lorraine
3123,LOH,Ciudad de Catamayo,Loja
3124,LOI,Laredo Municipal,Laredo
3125,LOL,Derby Field,Lovelock
3126,LOM,Francisco P.V.Yr,Lagos de Moreno
3127,LON,London Metropolitan Area,London
3128,LOQ,Lobatse Airport,Lobatse
3129,LOS,Murtala Muhammed,Lagos
3130,LOT,Lewis University,Chicago/Romeoville
3131,LOU,Bowman Field,Louisville
3132,LOV,Venustiano Carranza International,Monclova
3133,LOZ,London-Corbin Airport-Magee Field,London/Corbin
3134,LPA,Gran Canaria,Las Palmas
3135,LPB,El Alto International,La Paz
3136,LPC,Lompoc Airport,Lompoc
3137,LPI,Saab,Linkoping
3138,LPL,Liverpool Airport,Liverpool
3139,LPO,La Porte Municipal,La Porte
3140,LPP,Lappeenranta Airport,Lappeenranta
3141,LPQ,Luang Phabang International,Luang Phabang
3142,LPR,Lorain County Regional,Lorain/Elyria
3143,LPS,Lopez Island Airport,Lopez Island
3144,LPT,Lampang Airport,Lampang
3145,LPW,Little Port Walter Airport,Little Port Walter
3146,LQK,Pickens County,Pickens
3147,LRA,Larissa Airport,Larissa
3148,LRC,RAF Laarbruch,Laarbruch
3149,LRD,Laredo International,Laredo
3150,LRE,Longreach Airport,Longreach
3151,LRF,Little Rock AFB,Jacksonville
3152,LRG,Loring Airport,Loring
3153,LRH,La Rochelle/Laleu,La Rochelle
3154,LRI,Lorica Airport,Lorica
3155,LRL,Niamtougou International,Niamtougou
3156,LRM,Casa de Campo International,La Romana
3157,LRN,Larson AFB,Moses Lake
3158,LRO,Sharpe AFF,Lathrop
3159,LRT,Lorient Lann Bihoue,Lorient
3160,LRU,Las Cruces International,Las Cruces
3161,LSA,Kiriwina,Losuia
3162,LSC,La Florida,La Serena
3163,LSD,Blue Grass Station AHP,Lexington
3164,LSE,La Crosse Regional,La Crosse
3165,LSF,Lawson AAF,Columbus
3166,LSI,Sumburgh,Lerwick
3167,LSL,Los Chiles Airport,Los Chiles
3168,LSN,Los Banos Municipal,Los Banos
3169,LSP,Josefa Camejo International,Las Piedras
3170,LSQ,Maria Dolores,Los Angeles
3171,LSR,Lost River 1,Lost River
3172,LSS,Terre de Haut,Les Saintes
3173,LST,Launceston Airport,Launceston
3174,LSU,Long Sukang Airport,Long Sukang
3175,LSV,Nellis AFB,Las Vegas
3176,LSX,Lhok Sukon Airport,Lhok Sukon
3177,LTA,Letaba,Tzaneen
3178,LTB,Latrobe Valley,Latrobe
3179,LTD,Ghadames Airport,Ghadames
3180,LTI,Altai Airport,Altai
3181,LTM,Lethem Airport,Lethem
3182,LTN,London Luton,London
3183,LTO,Loreto International,Loreto
3184,LTQ,Le Touquet Cote D Opale,Le Touquet
3185,LTS,Altus AFB,Altus
3186,LTV,Lotusvale Airport,Lotusvale
3187,LUA,Lukla Airport,Lukla
3188,LUD,Luderitz Airport,Luderitz
3189,LUE,Lucenec Airport,Lucenec
3190,LUF,Luke AFB,Phoenix
3191,LUG,Lugano Airport,Lugano
3192,LUJ,Lusikisiki Airport,Lusikisiki
3193,LUK,Cincinnati Municipal Lunken Field,Cincinnati
3194,LUL,Hesler-Noble Field,Laurel
3195,LUM,Mangshi,Luxi
3196,LUN,Kenneth Kaunda International,Lusaka
3197,LUP,Kalaupapa Airport,Kalaupapa
3198,LUQ,San Luis Airport,San Luis
3199,LUR,Cape Lisburne LRRS,Cape Lisburne
3200,LUS,Lusanga Airport,Lusanga
3201,LUT,Laura Station Airport,Laura Station
3202,LUX,Luxembourg Airport,Luxembourg
3203,LUZ,Lublin Airport,Lublin
3204,LVB,Livramento Airport,Livramento
3205,LVD,Lime Village Airport,Lime Village
3206,LVI,Harry Mwanga Nkumbula,Livingstone
3207,LVK,Livermore Municipal,Livermore
3208,LVM,Livingston Airport,Livingston
3209,LVO,Laverton Airport,Laverton
3210,LVS,Las Vegas Municipal,Las Vegas
3211,LWB,Greenbrier Valley,Lewisburg
3212,LWC,Lawrence Municipal,Lawrence
3213,LWF,Lawrenceburg-Lawrence County,Lawrenceburg
3214,LWL,Wells Municipal/Harriet Field,Wells
3215,LWM,Lawrence Municipal,Lawrence
3216,LWO,Lviv International,Lviv
3217,LWS,Lewiston Nez Perce County,Lewiston
3218,LWT,Lewistown Municipal,Lewistown
3219,LWV,Lawrenceville-Vincennes International,Lawrenceville
3220,LWY,Lawas Airport,Lawas
3221,LXA,Gonggar,Lhasa
3222,LXN,Jim Kelly Field,Lexington
3223,LXR,Luxor International,Luxor
3224,LXS,Lemnos Airport,Lemnos
3225,LXV,Lake County,Leadville
3226,LYB,Edward Bodden,Little Cayman
3227,LYC,Lycksele Airport,Lycksele
3228,LYE,RAF Lyneham,Lyneham
3229,LYG,Lianyungang Baitabu,Jiangsu
3230,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg
3231,LYN,Lyon Bron,Lyon
3232,LYP,Faisalabad International,Faisalabad
3233,LYR,Svalbard,Longyearbyen
3234,LYS,Lyon Saint Exupery,Lyon
3235,LYU,Ely Municipal,Ely
3236,LYX,London Ashford,Lydd
3237,LZC,Lazaro Cardenas Airport,Lazaro Cardenas
3238,LZH,Liuzhou Bailian,Liuzhou
3239,LZO,Luzhou Airport,Luzhou
3240,LZR,Lizard Island Airport,Lizard Island
3241,LZU,Gwinnett County - Briscoe Field,Lawrenceville
3242,MA1,Katama Airpark,Edgartown
3243,MA2,Turners Falls,Montague
3244,MA3,Taunton Municipal King Field,Taunton
3245,MA4,Marshfield Municipal George Harlow Field,Marshfield
3246,MA5,Northampton Airport,Northampton
3247,MA6,Hopedale Industrial Park,Hopedale
3248,MAA,Chennai International,Chennai
3249,MAB,Joao Correa Da Rocha,Maraba
3250,MAC,Macon Downtown,Macon
3251,MAD,Adolfo Suarez Madrid Barajas,Madrid
3252,MAE,Madera Municipal,Madera
3253,MAF,Midland International Air and Space Port,Midland/Odessa
3254,MAG,Madang Airport,Madang
3255,MAH,Menorca,Mahon
3256,MAI,Mangochi Airport,Mangochi
3257,MAJ,Marshall Islands International,Majuro
3258,MAK,Malakal Airport,Malakal
3259,MAM,General Servando Canales International,Matamoros
3260,MAN,Manchester Airport,Manchester
3261,MAO,Eduardo Gomes International,Manaus
3262,MAP,Mamai Airport,Mamai
3263,MAQ,Mae Sot Airport,Mae Sot
3264,MAR,La Chinita International,Maracaibo
3265,MAS,Momote,Manus Island
3266,MAT,Matadi Tshimpi,Matadi
3267,MAU,Maupiti Fr. Polynesia,Maupiti
3268,MAW,Malden Regional,Malden
3269,MAX,Matam Ouro Sogui,Matam
3270,MAY,Clarence A Bain,Mangrove Cay
3271,MAZ,Eugenio Maria de Hostos,Mayaguez
3272,MBA,Mombasa Moi International,Mombasa
3273,MBE,Monbetsu Airport,Monbetsu
3274,MBH,Maryborough Qld,Maryborough
3275,MBI,Mbeya Airport,Mbeya
3276,MBJ,Sangster International,Montego Bay
3277,MBK,Matupa Airport,Matupa
3278,MBL,Manistee County-Blacker,Manistee/Ludington
3279,MBO,Mamburao Airport,Mamburao
3280,MBS,MBS International,Saginaw/Bay City/Midland
3281,MBT,Masbate Airport,Masbate
3282,MBU,Mbambanakira Airport,Mbambanakira
3283,MBX,Maribor Airport,Maribor
3284,MBY,Omar N Bradley,Moberley
3285,MBZ,Maues Airport,Maues
3286,MCA,Macenta Airport,Macenta
3287,MCB,McComb/Pike County/John E. Lewis Field,McComb
3288,MCC,McClellan Airfield,Sacramento
3289,MCD,Mackinac Island Airport,Mackinac Island
3290,MCE,Merced Regional/Macready Field,Merced
3291,MCF,Macdill AFB,Tampa
3292,MCG,McGrath Airport,McGrath
3293,MCH,General Manuel Serrano,Machala
3294,MCI,Kansas City International,Kansas City
3295,MCJ,Maicao Airport,Maicao
3296,MCK,McCook Ben Nelson Regional,McCook
3297,MCL,Denali,McKinley Park
3298,MCM,Monaco Heloport,Monte Carlo
3299,MCN,Middle Georgia Regional,Macon
3300,MCO,Orlando International,Orlando
3301,MCP,Alberto Alcolumbre,Macapa
3302,MCR,Melchor de Mencos Airport,Melchor de Mencos
3303,MCS,Monte Caseros Airport,Monte Caseros
3304,MCT,Muscat International,Muscat
3305,MCU,Gueret/Lepaud,Montlucon
3306,MCV,McArthur River Mine,McArthur River
3307,MCW,Mason City Municipal,Mason City
3308,MCY,Sunshine Coast,Maroochydore
3309,MCZ,Zumbi Dos Palmares,Maceio
3310,MD1,Freeway,Michellville
3311,MD2,Maryland,Indian Head
3312,MDA,Martindale AHP,San Antonio
3313,MDB,Melinda Airport,Melinda
3314,MDC,Sam Ratulangi,Menado
3315,MDD,Midland Airpark,Midland/Odessa
3316,MDE,Jose Maria Cordova,Medellin
3317,MDF,Taylor County,Medford
3318,MDG,Hailang,Mudanjiang
3319,MDH,Southern Illinois,Carbondale
3320,MDI,Makurdi Airport,Makurdi
3321,MDJ,Madras Municipal,Madras
3322,MDK,Mbandaka Airport,Mbandaka
3323,MDL,Mandalay International,Mandalay
3324,MDO,Middleton Island Airport,Middleton Island
3325,MDQ,Mar del Plata Airport,Mar del Plata
3326,MDR,Medfra Airport,Medfra
3327,MDS,Conch Bar,Middle Caicos
3328,MDT,Harrisburg International,Harrisburg
3329,MDU,Mendi Airport,Mendi
3330,MDW,Chicago Midway International,Chicago
3331,MDX,Mercedes Aeroclub,Mercedes
3332,MDY,Sand Island Field,Midway Island
3333,MDZ,El Plumerillo,Mendoza
3334,ME1,Steven A. Bean Municipal,Rangeley
3335,ME2,Islesboro Airport,Islesboro
3336,ME3,Belfast Municipal,Belfast
3337,ME4,Oxford County Regional,Oxford
3338,ME5,Bethel Regional,Bethel
3339,ME6,Cole Dyke,Bethel2
3340,ME7,Stonington Municipal,Stonington
3341,MEA,Macae Airport,Macae
3342,MEB,Essendon,Melbourne
3343,MEC,Eloy Alfaro International,Manta
3344,MED,Prince Mohammad Bin Abdulaziz International,Medina
3345,MEI,Key Field,Meridian
3346,MEJ,Port Meadville,Meadville
3347,MEL,Melbourne International,Melbourne
3348,MEM,Memphis International,Memphis
3349,MEN,Mende Brenoux,Mende
3350,MEO,Dare County Regional,Manteo
3351,MEP,Mersing Malay.,Mersing
3352,MEQ,Seunagan,Meulaboh
3353,MER,Castle,Atwater
3354,MES,Polonia,Medan
3355,MEV,Minden-Tahoe,Minden
3356,MEX,Licenciado Benito Juarez International,Mexico City
3357,MEY,Meghauli Airport,Meghauli
3358,MFA,Mafia,Mafia Island
3359,MFD,Mansfield Lahm Regional,Mansfield
3360,MFE,McAllen Miller International,Mission/McAllen/Edinburg
3361,MFF,Moanda Airport,Moanda
3362,MFG,Muzaffarabad Airport,Muzaffarabad
3363,MFH,Mesquite Airport,Mesquite
3364,MFI,Marshfield Municipal,Marshfield
3365,MFM,Macau International,Macau
3366,MFN,Milford Sound Airport,Milford Sound
3367,MFQ,Maradi Airport,Maradi
3368,MFR,Rogue Valley International - Medford,Medford
3369,MFS,Miraflores Airport,Miraflores
3370,MFT,Mangham Field,Fort Worth
3371,MFU,Mfuwe Airport,Mfuwe
3372,MFV,Accomack County,Melfa
3373,MGA,Augusto Cesar Sandino International,Managua
3374,MGB,Mount Gambier Airport,Mount Gambier
3375,MGC,Michigan City Municipal Phillips Field,Michigan City
3376,MGD,Magdalena Airport,Magdalena
3377,MGE,Dobbins ARB,Marietta
3378,MGF,Silvio Name Junior,Maringa
3379,MGJ,Orange County,Montgomery
3380,MGL,Moenchengladbach,Dusseldorf
3381,MGM,Montgomery Regional,Montgomery
3382,MGN,Magangue Airport,Magangue
3383,MGQ,Aden Adde International,Mogadishu
3384,MGR,Moultrie/Thomasville Airport,Moultrie/Thomasville
3385,MGS,Mangaia Cook Island,Mangaia
3386,MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown
3387,MGY,Dayton-Wright Brothers,Dayton
3388,MHA,Mahdia Airport,Mahdia
3389,MHC,Mocopulli,Dalcahue
3390,MHD,Shahid Hashemi Nejad International,Mashhad
3391,MHE,Mitchell Municipal,Mitchell
3392,MHG,Mannheim City,Mannheim
3393,MHH,Leonard M Thompson International,Marsh Harbour
3394,MHK,Manhattan Regional,Manhattan/Ft. Riley
3395,MHL,Marshall Memorial Municipal,Marshall
3396,MHM,Minchumina Airport,Minchumina
3397,MHO,Mount House Airport,Mount House
3398,MHQ,Mariehamn Airport,Mariehamn
3399,MHR,Sacramento Mather,Sacramento
3400,MHT,Manchester-Boston Regional,Manchester
3401,MHV,Mojave Air and Space Port,Mojave
3402,MHZ,Mildenhall Airport,Mildenhall
3403,MI1,Greenville Municipal,Greenville
3404,MI2,West Michigan Regional,Holland
3405,MI3,Livingston County Spencer J. Hardy,Howell
3406,MI4,Frankfort Dow Memorial Field,Frankfort
3407,MI5,Boyne Mountain,Boyne Falls
3408,MI6,Dowagiac Municipal,Dowagiac
3409,MI7,South Haven Area Regional,South Haven
3410,MIA,Miami International,Miami
3411,MIB,Minot AFB,Minot
3412,MIC,Crystal,Minneapolis
3413,MID,Licenciado Manuel Crescencio Rejon International,Merida
3414,MIE,Delaware County Regional,Muncie/Anderson/Newcastle
3415,MII,Frank Miloye Milenkovich,Marilia
3416,MIJ,Mili Airport,Mili
3417,MIK,Mikkeli Airport,Mikkeli
3418,MIL,Milan Metropolitan Area,Milan
3419,MIM,Merimbula Airport,Merimbula
3420,MIN,Minnipa Airport,Minnipa
3421,MIO,Miami Regional,Miami
3422,MIP,Har Arikha,Mitspeh Ramon
3423,MIQ,Millard,Omaha
3424,MIR,Habib Bourguiba International,Monastir
3425,MIS,Misima,Misima Island
3426,MIT,Shafter - Minter Field,Shafter
3427,MIU,Maiduguri Airport,Maiduguri
3428,MIV,Millville Municipal,Millville
3429,MIW,Marshalltown Municipal,Marshalltown
3430,MIX,Miriti Pirana,Miriti
3431,MIZ,Mainoru Airport,Mainoru
3432,MJA,Manja Airport,Manja
3433,MJB,Mejit,Mejit Island
3434,MJC,Man Airport,Man
3435,MJD,Moenjodaro Airport,Moenjodaro
3436,MJF,Kjaerstad,Mosjoen
3437,MJG,Mayajigua Airport,Mayajigua
3438,MJI,Mitiga International,Mitiga
3439,MJL,Mouila Airport,Mouila
3440,MJM,Mbuji Mayi,Mbuji-Mayi
3441,MJN,Philibert Tsiranana,Majunga
3442,MJQ,Jackson Airport,Jackson
3443,MJT,Mitilini,Mytilene
3444,MJV,Murcia San Javier,Murcia
3445,MJX,Ocean County,Toms River
3446,MJZ,Mirny Airport,Mirny
3447,MKA,Marianske Lazne Airport,Marianske Lazne
3448,MKC,Charles B. Wheeler Downtown,Kansas City
3449,MKE,General Mitchell International,Milwaukee
3450,MKG,Muskegon County,Muskegon
3451,MKI,Obo Mboki Airport,Obo Mboki
3452,MKJ,Makoua Airport,Makoua
3453,MKK,Molokai,Hoolehua
3454,MKL,McKellar-Sipes Regional,Jackson
3455,MKM,Mukah Airport,Mukah
3456,MKO,Muskogee Davis Regional,Muskogee
3457,MKP,Makemo Airport,Makemo
3458,MKR,Meekatharra Airport,Meekatharra
3459,MKS,Mekane Selam Airport,Mekane Selam
3460,MKT,Mankato Regional,Mankato
3461,MKU,Makokou Airport,Makokou
3462,MKW,Rendani,Manokwari
3463,MKY,Mackay Airport,Mackay
3464,MKZ,Malacca Airport,Malacca
3465,MLA,Luqa International,Malta
3466,MLB,Melbourne International,Melbourne
3467,MLC,McAlester Regional,McAlester
3468,MLD,Malad City Airport,Malad City
3469,MLE,Velana International,Male
3470,MLF,Milford Municipal/Ben and Judy Briscoe Field,Milford
3471,MLG,Abdul Rachman Saleh,Malang
3472,MLH,EuroAirport,Mulhouse
3473,MLI,Quad City International,Moline
3474,MLK,Malta Airport,Malta
3475,MLL,Marshall Don Hunter Sr.,Marshall
3476,MLM,General Francisco J. Mujica International,Morelia
3477,MLN,Melilla Airport,Melilla
3478,MLO,Milos Airport,Milos
3479,MLP,Malabang Airport,Malabang
3480,MLQ,Malalaua Airport,Malalaua
3481,MLS,Frank Wiley Field,Miles City
3482,MLT,Millinocket Municipal,Millinocket
3483,MLU,Monroe Regional,Monroe
3484,MLV,Merluna Airport,Merluna
3485,MLW,Monrovia Spriggs Payne,Monrovia
3486,MLX,Malatya Airport,Malatya
3487,MLY,Manley Hot Springs Airport,Manley Hot Springs
3488,MLZ,Melo Airport,Melo
3489,MMA,Malmo Metropolitan Area,Malmo
3490,MMB,Memanbetsu Airport,Memanbetsu
3491,MMC,Cuauhtemoc,Ciudad Mante
3492,MMD,Minami Daito Airport,Minami Daito
3493,MME,Durham Tees Valley,Darlington
3494,MMH,Mammoth Lakes Airport,Mammoth Lakes
3495,MMI,McMinn County,Athens
3496,MMJ,Matsumoto Airport,Matsumoto
3497,MMK,Murmansk Airport,Murmansk
3498,MML,Southwest Minnesota Regional-Marshall/Ryan Field,Marshall
3499,MMM,Middlemount Airport,Middlemount
3500,MMN,Minute Man Air Field,Stow
3501,MMP,Mompos Airport,Mompos
3502,MMQ,Mbala Airport,Mbala
3503,MMT,McEntire Jngb,Columbia
3504,MMU,Morristown Municipal,Morristown
3505,MMX,Malmo Airport,Malmo
3506,MMY,Miyako,Miyakojima
3507,MN1,Fosston Municipal,Fosston
3508,MN2,Moose Lake Carlton County,Moose Lake
3509,MN3,Ortonville Municipal-Martinson Field,Ortonville
3510,MN4,Wadena Municipal,Wadena
3511,MN5,Red Wing Regional,Red Wing
3512,MN6,Hallock Municipal,Hallock
3513,MN7,Anoka County Blaine,Minneapolis
3514,MNB,Muanda,Moanda
3515,MNC,Nacala International,Nacala
3516,MNI,John A Osborne,Montserrat
3517,MNK,Maiana Airport,Maiana
3518,MNL,Ninoy Aquino International,Manila
3519,MNM,Menominee-Marinette Twin County,Marinette
3520,MNN,Marion Municipal,Marion
3521,MNO,Manono Airport,Manono
3522,MNR,Mongu Airport,Mongu
3523,MNS,Mansa Airport,Mansa
3524,MNT,Minto Al Wright,Minto
3525,MNU,Mawlamyine Airport,Mawlamyine
3526,MNX,Manicore Airport,Manicore
3527,MNZ,Manassas Regional/Harry P. Davis Field,Manassas
3528,MO1,Midwest National Air Center,Mosby
3529,MO2,Washington Regional,Washington
3530,MO3,Richland Municipal,Richland
3531,MOA,Orestes Acosta,Moa
3532,MOB,Mobile Regional,Mobile
3533,MOC,Mario Ribeiro,Montes Claros
3534,MOD,Modesto City-County-Harry Sham Field,Modesto
3535,MOG,Mong Hsat Airport,Mong Hsat
3536,MOL,Aro,Molde
3537,MOM,Moudjeria Ledfotar,Moudjeria
3538,MON,Mount Cook Airport,Mount Cook
3539,MOP,Mount Pleasant Municipal,Mount Pleasant
3540,MOQ,Morondava Airport,Morondava
3541,MOR,Moore-Murrell,Morristown
3542,MOS,Moses Point Airport,Moses Point
3543,MOT,Minot International,Minot
3544,MOU,Mountain Village Airport,Mountain Village
3545,MOV,Moranbah Airport,Moranbah
3546,MOW,Moscow Metropolitan Area,Moscow
3547,MOY,Monterrey Airport,Monterrey
3548,MOZ,Temae,Moorea Island
3549,MPB,Watson Island International,Miami
3550,MPE,Griswold,Madison
3551,MPI,Mamitupo Airport,Mamitupo
3552,MPJ,Petit Jean Park,Morrilton
3553,MPK,Mokpo Airport,Mokpo
3554,MPL,Montpellier Mediterranee,Montpellier
3555,MPM,Maputo Airport,Maputo
3556,MPN,Mount Pleasant Airport,Mount Pleasant
3557,MPO,Pocono Mountains Municipal,Mt. Pocono
3558,MPR,McPherson Airport,McPherson
3559,MPS,Mount Pleasant Municipal,Mount Pleasant
3560,MPT,Maliana Airport,Maliana
3561,MPV,Edward F Knapp State,Montpelier/Barre
3562,MPX,Miyanmin Airport,Miyanmin
3563,MQB,Macomb Municipal,Macomb
3564,MQI,Quincy Airport,Quincy
3565,MQJ,Indianapolis Regional,Indianapolis
3566,MQL,Mildura Airport,Mildura
3567,MQM,Mardin Airport,Mardin
3568,MQN,Rossvoll,Mo I Rana
3569,MQP,Kruger Mpumalanga International,Nelspruit
3570,MQQ,Moundou Airport,Moundou
3571,MQS,Mustique Airport,Mustique
3572,MQT,Sawyer International,Marquette
3573,MQX,Mek'ele Airport,Mek'ele
3574,MQY,Smyrna Airport,Smyrna
3575,MRA,Misrata International,Misurata
3576,MRB,Eastern WV Regional/Shepherd Field,Martinsburg
3577,MRC,Maury County,Columbia
3578,MRD,Alberto Carnevalli,Merida
3579,MRF,Marfa Municipal,Marfa
3580,MRH,Beaufort Morehead City,Morehead City
3581,MRI,Merrill Field,Anchorage
3582,MRK,Marco Island Airport,Marco Island
3583,MRN,Morganton Lenoir,Morganton
3584,MRO,Masterton Airport,Masterton
3585,MRQ,Marinduque Airport,Marinduque
3586,MRS,Marseille Provence,Marseille
3587,MRU,Sir Seewoosagur Ramgoolam International,Mauritius Island
3588,MRV,Mineralnyye Vody Airport,Mineralnyye Vody
3589,MRX,Del Caribe International,Margarita Island
3590,MRY,Monterey Regional,Monterey
3591,MRZ,Moree Airport,Moree
3592,MS1,Grenada Municipal,Grenada
3593,MS2,Picayune Municipal,Picayune
3594,MS3,Philadelphia Municipal,Philadelphia
3595,MS4,Panola County,Batesville
3596,MSA,Muskrat Dam Airport,Muskrat Dam
3597,MSC,Falcon Field,Mesa
3598,MSE,Manston Airport,Manston
3599,MSH,Masirah Airport,Masirah
3600,MSJ,Misawa AB,Misawa
3601,MSL,Northwest Alabama Regional,Muscle Shoals
3602,MSN,Dane County Regional-Truax Field,Madison
3603,MSO,Missoula International,Missoula
3604,MSP,Minneapolis-St Paul International,Minneapolis
3605,MSQ,Minsk 2,Minsk
3606,MSR,Munster/Osnabruck International,Greven
3607,MSS,Massena International-Richards Field,Massena
3608,MST,Maastricht Aachen,Maastricht
3609,MSU,Moshoeshoe I International,Maseru
3610,MSV,Sullivan County International,Monticello
3611,MSW,Massawa International,Massawa
3612,MSY,Louis Armstrong New Orleans International,New Orleans
3613,MSZ,Yuri Gagarin,Namibe
3614,MT1,Colstrip Airport,Colstrip
3615,MT2,Three Forks Airport,Three Forks
3616,MTC,Selfridge Angb,Mt. Clemens
3617,MTD,Mount Sanford Station,Mt. Sandford
3618,MTE,Monte Alegre Airport,Monte Alegre
3619,MTH,The Florida Keys Marathon International,Marathon
3620,MTJ,Montrose Regional,Montrose/Delta
3621,MTL,Maitland Airport,Maitland
3622,MTM,Metlakatala,Metlakatla
3623,MTN,Martin State,Baltimore
3624,MTO,Coles County Memorial,Mattoon/Charleston
3625,MTP,Sky Portal,Montauk Point
3626,MTR,Los Garzones,Monteria
3627,MTS,Matsapha,Manzini
3628,MTT,Minatitlan Airport,Minatitlan
3629,MTV,Mota Lava Airport,Mota Lava
3630,MTW,Manitowoc County,Manitowoc
3631,MTX,Metro Field,Fairbanks
3632,MTY,General Mariano Escobedo International,Monterrey
3633,MTZ,Israel Bar Yehuda,Masada
3634,MUA,Munda Airport,Munda
3635,MUB,Maun Airport,Maun
3636,MUC,Muenchen,Munich
3637,MUE,Waimea-Kohala,Kamuela
3638,MUG,Mulege Airport,Mulege
3639,MUH,Mersa Matruh Airport,Mersa Matruh
3640,MUL,Spence,Moultrie
3641,MUN,Jose Tadeo Monagas International,Maturin
3642,MUO,Mountain Home AFB,Mountain Home
3643,MUR,Marudi Airport,Marudi
3644,MUT,Muscatine Municipal,Muscatine
3645,MUX,Multan International,Multan
3646,MUZ,Musoma Airport,Musoma
3647,MVB,Mvengue Airport,Mvengue
3648,MVC,Monroe County Aeroplex,Monroeville
3649,MVD,Carrasco International,Montevideo
3650,MVF,Dixsept Rosado,Mossoro
3651,MVJ,Marlboro,Mandeville
3652,MVL,Morrisville Stowe State,Morrisville
3653,MVM,Kayenta Airport,Kayenta
3654,MVN,Mount Vernon Airport,Mount Vernon
3655,MVR,Salak,Maroua
3656,MVW,Skagit Regional,Burlington/Mount Vernon
3657,MVY,Martha's Vineyard Airport,Martha's Vineyard
3658,MVZ,Masvingo International,Masvingo
3659,MWA,Veterans Airport of Southern Illinois,Marion/Herrin
3660,MWC,Lawrence J Timmerman,Milwaukee
3661,MWD,Mianwali Airport,Mianwali
3662,MWH,Grant County International,Moses Lake
3663,MWL,Mineral Wells Airport,Mineral Wells
3664,MWM,Windom Municipal,Windom
3665,MWO,Middletown Regional/Hook Field,Middletown
3666,MWQ,Magway,Magwe
3667,MWX,Muan International,Muan
3668,MWZ,Mwanza Airport,Mwanza
3669,MXB,Andi Jemma,Masamba
3670,MXC,Monticello Airport,Monticello
3671,MXE,Laurinburg-Maxton,Maxton
3672,MXF,Maxwell AFB,Montgomery
3673,MXG,Marlboro Airport,Marlboro
3674,MXH,Moro Airport,Moro
3675,MXJ,Minna Airport,Minna
3676,MXL,General Rodolfo Sanchez Taboada International,Mexicali
3677,MXP,Malpensa,Milan
3678,MXS,Maota Airport,Maota
3679,MXT,Maintirano Airport,Maintirano
3680,MXX,Mora Airport,Mora
3681,MXY,McCarthy Airport,McCarthy
3682,MYA,Moruya Airport,Moruya
3683,MYB,Mayumba Airport,Mayumba
3684,MYC,Maracay Airport,Maracay
3685,MYD,Malindi Airport,Malindi
3686,MYE,Miyake Jima Airport,Miyake Jima
3687,MYF,Montgomery Gibbs Executive,San Diego
3688,MYG,Mayaguana Airport,Mayaguana
