air_carrier_id_pk,name,shortcut
20186,Not specified, NB
20187,Not specified, LP (1)
20188,Not specified, LP
20189,Not specified, N6
20190,Not specified, 9S
20191,Not specified, FNQ
20192,Not specified, NJ
20193,Not specified, GR
20194,Not specified, JW
20195,Not specified, WI
20196,Not specified, KM
20197,Not specified, CSN
20198,Not specified, CSA
20199,Not specified, FRW
20200,Not specified, 5C
20201,Not specified, AMQ
20202,Not specified, C8 (1)
20203,Not specified, FCQ
20204,Not specified, MG
20205,Not specified, OV
20206,Not specified, QK
20207,Not specified, XP
20208,Not specified, TQQ
20209,Not specified, NQ
20210,Not specified, PBQ
20211,Not specified, TW
20212,Not specified, SUX
20213,Not specified, POQ
20214,Not specified, AD (1)
20215,Not specified, IW (1)
20216,Not specified, IW
20217,Not specified, AEX
20218,Not specified, JKQ
20219,Not specified, VLA
20220,Not specified, A7 (1)
20221,Not specified, A7
20222,Not specified, E7
20223,Not specified, FSA
20224,Not specified, KAT
20225,Not specified, KS
20226,Not specified, SNK
20227,Not specified, V4
20228,Not specified, WS (1)
20229,Not specified, WS
20230,Not specified, ZE (1)
20231,Not specified, K8
20232,Not specified, A2
20233,Not specified, LX
20234,Not specified, 8R
20235,Not specified, 4S (1)
20236,Not specified, 4S
20237,Not specified, AX
20238,Not specified, A4
20239,Not specified, CEQ
20240,Not specified, SNB
20241,Not specified, ASW
20242,Not specified, NXQ
20243,Not specified, J7
20244,Not specified, POA
20245,Not specified, TRI
20246,Not specified, ACJ
20247,Not specified, EWA
20248,Not specified, 8F
20249,Not specified, NVX
20250,Not specified, 5D
20251,Not specified, OE
20252,Not specified, 9J
20253,Not specified, 9K
20254,Not specified, 9L
20255,Not specified, 9M
20256,Not specified, ARZ
20257,Not specified, CH
20258,Not specified, GQ
20259,Not specified, E72
20260,Not specified, WLQ
20261,Not specified, ELL
20262,Not specified, UR
20263,Not specified, EM
20264,Not specified, EMP
20265,Not specified, F8
20266,Not specified, GBQ
20267,Not specified, GCH
20268,Not specified, GSQ
20269,Not specified, HRZ
20270,Not specified, JB
20271,Not specified, WNQ
20272,Not specified, KAH
20273,Not specified, NEW
20274,Not specified, NWS
20275,Not specified, OZ (1)
20276,Not specified, OZA
20277,Not specified, OZ
20278,Not specified, RNQ
20279,Not specified, RSV
20280,Seaborne Virgin Islands, SEB
20281,Not specified, S6 (1)
20282,Not specified, SMO
20283,Not specified, YB
20284,Not specified, TCQ
20285,Not specified, WRD
20286,Not specified, VQ
20287,Not specified, WP
20288,Not specified, TFQ
20289,Not specified, WST
20290,Not specified, ZP
20291,Not specified, ZV
20292,Not specified, ZX (1)
20293,Not specified, ZX
20294,Not specified, SG
20295,Not specified, ML (1)
20296,Not specified, ML
20297,Not specified, JI (1)
20298,Not specified, JX (1)
20299,Not specified, JX
20300,Not specified, LW
20301,Not specified, KR (1)
20302,Not specified, KR
20303,Not specified, NLQ
20304,Not specified, OO
20305,Not specified, PCQ
20306,Not specified, VV (1)
20307,Not specified, VV (2)
20308,Not specified, WE
20309,Not specified, VV
20310,Caribbean Sun Airlines, WL
20311,Not specified, JCQ
20312,Not specified, TZ
20313,Not specified, W8
20314,Midwest Airline, YX (1)
20315,Not specified, 7G (1)
20316,Not specified, 5B
20317,Not specified, 7G
20318,Not specified, 4B (1)
20319,Not specified, 2E
20320,Not specified, 2F
20321,Not specified, 4E
20322,Bidzy Ta Hot Aana, Z3
20323,Not specified, 4W
20324,Not specified, 4Y
20325,Not specified, 5F
20326,Not specified, 6C
20327,Not specified, 7H
20328,Not specified, 7N
20329,Not specified, 7S (1)
20330,Not specified, 7S
20331,Not specified, 8E
20332,Not specified, 8Q
20333,Not specified, 8V
20334,Not specified, MT
20335,Not specified, E9 (1)
20336,Not specified, H6
20337,Not specified, J5
20338,Not specified, J6
20339,Not specified, JF
20340,Seaport Airlines, K5
20341,Not specified, KO
20342,Not specified, Q5
20343,Not specified, RD (1)
20344,Not specified, RD
20345,Not specified, RGQ
20346,Not specified, V8
20347,Not specified, P9
20348,Not specified, XL
20349,Not specified, Z3 (1)
20350,Not specified, 4M (1)
20351,Not specified, FE
20352,Not specified, WAW
20353,Dynamic Aviation, 8D
20354,Not specified, AJQ
20355,Not specified, US (Merged with America West 9/05. Reporting for both starting 10/07.)
20356,Not specified, AL
20357,Astar USA, ER
20358,Not specified, ZK
20359,Not specified, TBQ
20360,Not specified, S4
20361,Not specified, 2U
20362,Not specified, CK
20363,Not specified, 9E
20364,Not specified, C6
20365,Not specified, CZQ
20366,Not specified, EV
20367,Not specified, FRA
20368,Not specified, G4
20370,Not specified, KAQ
20371,Not specified, RLQ
20372,Not specified, KLQ
20373,Not specified, PPQ
20374,Not specified, XE
20375,Not specified, TZQ
20376,Mn Aviation, W4
20377,Not specified, X9
20378,Not specified, YV
20379,Not specified, ZKQ
20380,Not specified, PEQ
20381,Not specified, EUQ
20382,Not specified, VCQ
20383,Not specified, K3
20384,Not specified, PA (1)
20385,Not specified, OP (1)
20386,Not specified, PA (2)
20387,Not specified, PN
20388,Not specified, OP
20389,Not specified, PA
20390,Not specified, 4T
20391,Not specified, 6H
20392,Not specified, EK
20393,Not specified, HQ (1)
20394,Not specified, HQ
20395,Not specified, MM (1)
20396,Not specified, MM
20397,Not specified, OH
20398,Not specified, MQ
20399,Not specified, PLQ
20400,Not specified, PT (1)
20401,Not specified, 3M
20402,Not specified, GL
20403,Not specified, DH (1)
20404,Not specified, DH
20405,Not specified, N8
20406,Not specified, BNQ
20407,Regions Air, 3C
20408,Not specified, 5V
20409,Not specified, B6
20410,Not specified, CSQ
20411,Not specified, K7
20412,Not specified, N5 (1)
20413,Not specified, N5
20414,Not specified, OW
20415,Not specified, NA
20416,Not specified, NK
20417,Not specified, OH (1)
20418,Not specified, RP
20419,Not specified, RL (1)
20420,Not specified, RL
20421,Not specified, SLQ
20422,Not specified, SY
20423,Not specified, U5
20424,Grand Canyon Airlines, YR
20425,Not specified, VIQ (1)
20426,Not specified, VI
20427,Not specified, PT
20428,Not specified, VIQ
20429,Not specified, AVQ
20430,Not specified, AYQ
20431,Not specified, BAQ
20432,Not specified, BDQ
20433,Not specified, BIQ
20434,Not specified, BJQ
20435,Not specified, FL (1)
20436,Not specified, F9
20437,Not specified, FL
20438,Not specified, HB (1)
20439,Not specified, HB
20440,Not specified, LC (1)
20441,Not specified, LC (2)
20442,Not specified, LC
20443,Not specified, 2O
20444,Not specified, JN
20445,Commutair Aka Champlain Enterprises, C5
20446,Not specified, M7
20447,Not specified, U7
20448,Not specified, S5
20449,Not specified, WEQ
20450,Not specified, F2
20451,Not specified, TH
20452,Not specified, YX
20453,Not specified, ABX
20454,EOS Airlines, E0
20455,Not specified, GV
20456,Not specified, GS
20500,Not specified, G7
20501,Not specified, MOQ
20502,Not specified, MY
21007,Abaco Air, BZQ
21008,Not specified, CAQ
21022,PM Air, Z3Q
21029,Not specified, HBQ
21035,Not specified, TIQ
21036,Executive Airlines, EAQ
21040,Not specified, 02Q
21059,Not specified, OR
21061,Not specified, 6R
21069,Cargo 360, GG
21070,Not specified, Y2
21074,Not specified, WAP
21080,Not specified, 04Q
21084,Not specified, 4M
21089,Not specified, UH
21094,Comlux Aviation, 05Q
21099,NetJets Transportes Aereos, NJE
21107,Not specified, EY
21111,Pacific Airways, 3F
21116,Not specified, Y7
21117,TravelspanGT, 9T
21118,Not specified, 37
21121,Not specified, A0
21126,Not specified, 9N
21131,Not specified, VSA
21132,Not specified, 06Q
21134,Not specified, 0J
21136,Not specified, 07Q
21142,Avior Airlines, 9V
21147,Not specified, 0Q
21148,Master Top Linhas Aereas, Q4
21158,Global Jet Austria, IGA
21160,Global Jet Luxembourg, SVW
21161,Swift Air, 09Q
21167,Not specified, CP
21171,Not specified, VX
21177,Skybus Airlines, SX
21181,Skyservice Airlines, 5G
21186,Not specified, 0BQ
21192,Not specified, GJ
21196,Not specified, 0CQ
21201,Not specified, JI
21202,Not specified, CAZ
21205,Inter Island Airways, 0GQ
21212,Not specified, 0HQ
21217,Not specified, L3
21221,Not specified, XF
21226,Porter Airlines, PD
21231,Not specified, WG
21236,Not specified, 0JQ
21242,Mokulele Flight Services, MW
21247,Not specified, S6
21248,Metropix UK, 0LQ
21253,Multi-Aero, 0MQ
21258,Santa Barbara Airlines, S3
21261,Not specified, 9W
21262,Not specified, QR
21266,Not specified, Y8
21271,Not specified, HU
21281,Not specified, JAG
21287,Not specified, 0OQ
21294,Not specified, TRA
21302,Not specified, 7Q
21306,Not specified, FP
21308,Not specified, 0QQ
21309,Not specified, 0RQ
21312,Air Greco, WV
21317,Corporatejets, 0TQ
21323,Not specified, 5L
21326,Not specified, IJ
21331,Comlux Malta, 0UQ
21342,Aeroenlaces Nacionales, VB
21346,Not specified, 0VQ
21351,Not specified, Y4
21352,Not specified, 0WQ
21356,Not specified, JQ
21361,Not specified, AB
21366,Not specified, SE
21373,Not specified, BES
21376,Not specified, L7
21382,Not specified, 0YQ
21386,Not specified, X4
21395,Not specified, VA
21402,Prescott Support Company, PM
21406,Not specified, CRV
21407,Not specified, 10Q
21411,Not specified, 7I
21416,Not specified, LJ
21421,Not specified, PP
21423,Not specified, 12Q
21427,Not specified, 3S
21433,Not specified, IG
21434,Not specified, SS
21437,Not specified, 13Q
21438,Not specified, EXC
21439,Not specified, 14Q
21440,Not specified, 15Q
21447,Not specified, 17Q
21452,Not specified, BC
21463,Not specified, 4C
21467,Not specified, W3
21477,Not specified, 1AQ
21487,Not specified, RU
21492,Eastern Airlines f/k/a Dynamic Airways, 1BQ
21503,Not specified, 1DQ
21507,Not specified, 2K
21512,Travel Service, QS
21518,KaiserAir, 1EQ
21522,Not specified, 1FQ
21528,Not specified, VW
21532,Not specified, OF
21548,Not specified, 1HQ
21549,Not specified, 1IQ
21552,Not specified, TB
21557,Not specified, 3U
21562,Not specified, 1JQ
21567,Not specified, SN
21568,Not specified, VJT
21569,Not specified, LDM
21570,Not specified, 1SQ
21573,Not specified, 1LQ
21574,Not specified, R3
21577,Not specified, 1TQ
21578,Not specified, 4O
21579,Not specified, DY
21580,Not specified, C8
21582,Reeve Air Alaska, RVQ
21587,Not specified, EQ
21589,Not specified, 1MQ
21590,Not specified, 1UQ
21592,Not specified, 7C
21594,Not specified, I4
21596,Not specified, 1WQ
21597,Not specified, 1NQ
21598,Not specified, WW
21599,Not specified, 4B
21601,Not specified, 1XQ
21605,Not specified, G3
21607,Not specified, OJ
21608,Not specified, PS
21610,Not specified, RV
21611,Not specified, KV
21613,Not specified, 1PQ
21614,Not specified, 1QQ
21615,Air Charter, 1YQ
21618,Not specified, 1RQ
21623,Not specified, Q7
21624,Not specified, LS
21626,Not specified, B0
21629,Not specified, KD
21630,Not specified, 1ZQ
21631,Not specified, 20Q
21634,Not specified, KH
21635,Not specified, LF
21636,Not specified, 22Q
21638,Not specified, AD
21645,Not specified, 23Q
21646,Not specified, 24Q
21648,Not specified, GW
21649,Not specified, 25Q
21650,Not specified, EE
21651,Not specified, 26Q
21652,Jet Aviation Flight Services, 27Q
21653,Not specified, 28Q
21655,Not specified, 29Q
21656,Not specified, 2AQ
21657,Not specified, D7
21659,Not specified, BX
21660,Not specified, 2BQ
21667,Not specified, O6
21670,Not specified, VH
21672,Not specified, 8I
21673,J&M Alaska Air Tours, 2EQ
21674,Not specified, 3SD
21677,Not specified, 5J
21692,Not specified, J2
21693,Not specified, 2GQ
21694,Not specified, 7L
21697,Not specified, R2
21702,Not specified, WR
21707,Not specified, HX
21712,Not specified, 2HQ
21718,Not specified, 2JQ
21728,Not specified, EW
21733,Not specified, AAB
21735,Not specified, 2KQ
21738,Not specified, JU
21743,Not specified, 2LQ
21745,Not specified, 2NQ
21749,Not specified, 2OQ
21754,Not specified, 2PQ
21760,Not specified, 2RQ
21764,Not specified, 2TQ
21770,Xiamen Airlines Co., MF
21774,Air Philippines Corp d/b/a Airphil Express, 2P
21780,Not specified, P3
21781,Not specified, ZE
21785,Not specified, UO
21809,Maine Aviation Aircraft Charter, 0FQ
21814,Not specified, 2UQ
21820,Paklook Air, K2
21821,Not specified, JD
21823,Not specified, D8
21835,Public Charters, 30Q
21854,Polaris Aviation Solutions, 34Q
21860,Not specified, TR
21864,Aztec Worldwide Airlines, 35Q
21869,Not specified, 36Q
21875,Hillwood Airways, 37Q
21879,Not specified, 38Q
21889,Not specified, E9
21894,ADVANCED AIR, AN
21909,Maritime Helicopters, 3AQ
21919,Not specified, FYQ
21924,Not specified, DI
21934,Not specified, AG
21939,Not specified, PF
21944,Nealco Air Charter Services, 3BQ
21949,Not specified, KQ
21954,Not specified, GCQ
21959,Andrew Airways, 3CQ
21964,Rectrix Aviation, 3DQ
21969,Not specified, R0
21974,Scott Aviation, 3EQ
21979,Western Air Charter, 3FQ
21985,Not specified, QY
21995,Not specified, LXQ
22001,Vuela Aviacion, Q6
22002,Not specified, LV
22005,Aviateca, 3GQ
