delay_id_pk,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,other_type_delay
0,9.0,0.0,35.0,0.0,0.0,35.0
1,0.0,0.0,53.0,0.0,0.0,24.0
2,0.0,0.0,0.0,0.0,0.0,1.0
3,43.0,0.0,0.0,0.0,0.0,-1.0
4,0.0,0.0,0.0,0.0,0.0,2.0
5,0.0,0.0,0.0,0.0,0.0,3.0
6,0.0,0.0,0.0,0.0,0.0,6.0
7,0.0,0.0,0.0,0.0,0.0,-7.0
8,0.0,0.0,0.0,0.0,0.0,-3.0
9,0.0,0.0,0.0,0.0,0.0,11.0
10,0.0,0.0,0.0,0.0,0.0,-18.0
11,0.0,0.0,0.0,0.0,0.0,7.0
13,0.0,0.0,0.0,0.0,0.0,-4.0
14,28.0,0.0,2.0,0.0,6.0,2.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,-2.0
17,21.0,0.0,0.0,0.0,0.0,-15.0
18,2.0,0.0,0.0,0.0,73.0,-9.0
19,0.0,0.0,0.0,0.0,0.0,-6.0
20,0.0,0.0,70.0,0.0,0.0,77.0
22,0.0,0.0,0.0,0.0,0.0,-10.0
23,0.0,0.0,0.0,0.0,0.0,-1.0
25,0.0,0.0,0.0,0.0,0.0,-5.0
26,0.0,0.0,0.0,0.0,0.0,-14.0
29,0.0,0.0,5.0,0.0,33.0,5.0
30,21.0,0.0,15.0,0.0,0.0,15.0
33,9.0,0.0,20.0,0.0,5.0,20.0
34,0.0,0.0,0.0,0.0,0.0,16.0
42,0.0,0.0,0.0,0.0,0.0,8.0
50,0.0,0.0,0.0,0.0,0.0,-12.0
51,0.0,0.0,0.0,0.0,0.0,10.0
52,0.0,2.0,77.0,0.0,0.0,77.0
54,0.0,0.0,0.0,0.0,0.0,-15.0
55,0.0,0.0,0.0,0.0,0.0,5.0
56,0.0,0.0,0.0,0.0,0.0,-11.0
57,0.0,48.0,0.0,0.0,20.0,-19.0
58,16.0,0.0,0.0,0.0,0.0,-5.0
60,0.0,0.0,71.0,0.0,0.0,75.0
61,0.0,0.0,65.0,0.0,17.0,65.0
64,0.0,0.0,0.0,0.0,0.0,-16.0
65,0.0,46.0,3.0,0.0,0.0,3.0
69,80.0,0.0,0.0,0.0,37.0,-17.0
74,0.0,0.0,0.0,0.0,0.0,4.0
75,78.0,0.0,4.0,0.0,0.0,4.0
76,0.0,0.0,0.0,0.0,0.0,-9.0
77,0.0,0.0,0.0,0.0,0.0,-19.0
82,0.0,0.0,0.0,0.0,18.0,-19.0
83,37.0,0.0,0.0,0.0,0.0,-2.0
84,0.0,0.0,43.0,0.0,21.0,43.0
86,0.0,9.0,0.0,0.0,16.0,-12.0
87,0.0,0.0,0.0,0.0,0.0,13.0
88,0.0,0.0,0.0,0.0,0.0,-8.0
90,0.0,0.0,0.0,0.0,0.0,-26.0
93,0.0,0.0,34.0,0.0,5.0,3.0
94,8.0,0.0,0.0,0.0,165.0,-7.0
95,12.0,0.0,0.0,0.0,163.0,-2.0
97,143.0,0.0,0.0,0.0,172.0,-27.0
99,0.0,0.0,25.0,0.0,0.0,29.0
101,0.0,0.0,0.0,0.0,0.0,14.0
103,0.0,0.0,0.0,0.0,195.0,-11.0
105,27.0,0.0,0.0,0.0,0.0,-4.0
106,63.0,0.0,0.0,0.0,171.0,-47.0
107,2.0,0.0,21.0,0.0,36.0,21.0
108,0.0,33.0,0.0,0.0,0.0,-6.0
111,40.0,0.0,13.0,0.0,1.0,13.0
112,0.0,25.0,0.0,0.0,0.0,-8.0
113,0.0,0.0,0.0,0.0,0.0,-21.0
117,22.0,0.0,33.0,0.0,0.0,33.0
121,0.0,0.0,0.0,0.0,0.0,-25.0
122,0.0,0.0,48.0,0.0,0.0,49.0
123,0.0,0.0,5.0,42.0,2.0,5.0
124,0.0,0.0,0.0,0.0,23.0,-16.0
126,0.0,15.0,0.0,0.0,0.0,-7.0
131,7.0,0.0,24.0,0.0,4.0,12.0
135,38.0,0.0,9.0,0.0,0.0,9.0
137,0.0,0.0,0.0,0.0,0.0,19.0
140,0.0,0.0,0.0,0.0,0.0,9.0
146,0.0,0.0,0.0,0.0,0.0,-13.0
150,0.0,71.0,0.0,0.0,0.0,0.0
151,0.0,0.0,52.0,0.0,35.0,52.0
154,0.0,0.0,77.0,0.0,0.0,85.0
157,0.0,93.0,0.0,0.0,19.0,-4.0
159,0.0,0.0,10.0,0.0,22.0,10.0
163,21.0,0.0,21.0,0.0,179.0,21.0
165,0.0,0.0,0.0,0.0,0.0,-17.0
166,0.0,41.0,0.0,0.0,0.0,-8.0
167,0.0,0.0,0.0,0.0,56.0,-17.0
168,4.0,0.0,0.0,0.0,12.0,-10.0
169,3.0,0.0,0.0,0.0,24.0,-7.0
173,30.0,0.0,0.0,0.0,200.0,-7.0
174,12.0,0.0,11.0,0.0,0.0,11.0
179,0.0,0.0,0.0,0.0,0.0,12.0
180,0.0,28.0,0.0,0.0,112.0,-11.0
183,4.0,0.0,56.0,0.0,0.0,56.0
189,0.0,40.0,0.0,0.0,0.0,-2.0
191,29.0,0.0,11.0,0.0,0.0,11.0
193,10.0,0.0,0.0,0.0,94.0,-3.0
194,0.0,0.0,2.0,0.0,64.0,2.0
195,10.0,0.0,0.0,0.0,187.0,-9.0
197,0.0,0.0,0.0,0.0,33.0,-13.0
199,0.0,0.0,0.0,0.0,0.0,-24.0
200,0.0,0.0,19.0,0.0,0.0,-16.0
202,27.0,0.0,0.0,0.0,0.0,-23.0
203,15.0,0.0,7.0,0.0,0.0,7.0
204,30.0,0.0,16.0,0.0,0.0,16.0
206,13.0,9.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,-23.0
213,8.0,0.0,0.0,0.0,16.0,-14.0
214,0.0,0.0,16.0,0.0,0.0,2.0
216,0.0,0.0,0.0,0.0,0.0,-20.0
217,0.0,0.0,18.0,0.0,0.0,22.0
219,0.0,43.0,61.0,0.0,0.0,61.0
220,15.0,0.0,0.0,0.0,20.0,-13.0
221,0.0,0.0,34.0,0.0,8.0,34.0
227,3.0,0.0,0.0,0.0,32.0,-1.0
229,0.0,0.0,27.0,0.0,0.0,28.0
231,6.0,0.0,10.0,0.0,0.0,10.0
235,33.0,0.0,17.0,0.0,0.0,17.0
236,0.0,24.0,4.0,0.0,49.0,4.0
239,23.0,0.0,0.0,0.0,23.0,-1.0
241,4.0,0.0,20.0,0.0,5.0,20.0
243,47.0,0.0,4.0,0.0,0.0,4.0
246,4.0,0.0,0.0,0.0,49.0,-6.0
247,0.0,0.0,0.0,0.0,23.0,-9.0
252,23.0,0.0,0.0,0.0,0.0,-2.0
254,13.0,0.0,0.0,0.0,70.0,-6.0
255,0.0,0.0,0.0,0.0,0.0,-37.0
256,0.0,0.0,15.0,0.0,0.0,20.0
257,0.0,0.0,22.0,0.0,0.0,25.0
259,2.0,0.0,9.0,0.0,18.0,9.0
260,0.0,0.0,29.0,0.0,0.0,31.0
265,34.0,0.0,16.0,0.0,0.0,16.0
268,45.0,0.0,0.0,0.0,560.0,-3.0
270,11.0,0.0,5.0,0.0,0.0,5.0
272,0.0,73.0,62.0,0.0,0.0,62.0
276,12.0,0.0,9.0,0.0,0.0,9.0
280,6.0,0.0,13.0,0.0,0.0,13.0
281,23.0,0.0,6.0,0.0,38.0,6.0
282,169.0,0.0,15.0,0.0,0.0,15.0
284,0.0,0.0,44.0,0.0,0.0,47.0
288,18.0,0.0,10.0,0.0,0.0,10.0
291,0.0,0.0,103.0,0.0,0.0,3.0
292,0.0,0.0,78.0,0.0,0.0,42.0
293,0.0,0.0,24.0,0.0,15.0,18.0
296,175.0,0.0,0.0,0.0,20.0,-7.0
297,24.0,0.0,9.0,0.0,8.0,9.0
299,0.0,0.0,44.0,0.0,51.0,11.0
303,0.0,0.0,0.0,0.0,62.0,-7.0
304,17.0,0.0,12.0,0.0,65.0,12.0
305,16.0,0.0,0.0,0.0,0.0,-11.0
306,132.0,0.0,0.0,0.0,0.0,-4.0
311,25.0,0.0,11.0,0.0,0.0,11.0
312,0.0,96.0,2.0,0.0,0.0,2.0
314,1.0,0.0,44.0,0.0,0.0,44.0
317,15.0,0.0,12.0,0.0,0.0,12.0
320,0.0,0.0,24.0,0.0,0.0,-6.0
321,7.0,0.0,41.0,0.0,0.0,41.0
324,0.0,0.0,36.0,0.0,0.0,37.0
326,19.0,0.0,6.0,0.0,0.0,6.0
333,0.0,0.0,0.0,0.0,0.0,15.0
340,2.0,0.0,3.0,0.0,49.0,3.0
341,36.0,0.0,0.0,0.0,0.0,-7.0
346,9.0,0.0,21.0,0.0,0.0,21.0
351,7.0,0.0,13.0,0.0,1.0,13.0
352,7.0,0.0,11.0,0.0,3.0,11.0
353,0.0,0.0,9.0,0.0,9.0,9.0
354,12.0,0.0,15.0,0.0,0.0,15.0
355,0.0,0.0,128.0,0.0,0.0,131.0
361,3.0,0.0,0.0,0.0,96.0,-8.0
362,0.0,0.0,0.0,0.0,81.0,-14.0
367,19.0,0.0,4.0,0.0,6.0,4.0
371,0.0,0.0,0.0,0.0,0.0,-27.0
372,32.0,0.0,13.0,0.0,2.0,13.0
382,7.0,0.0,8.0,0.0,30.0,8.0
385,0.0,37.0,59.0,0.0,0.0,59.0
401,2.0,0.0,0.0,0.0,20.0,-11.0
402,19.0,0.0,0.0,0.0,13.0,0.0
405,0.0,0.0,25.0,0.0,48.0,25.0
406,0.0,0.0,42.0,0.0,20.0,42.0
408,0.0,0.0,34.0,0.0,0.0,19.0
410,5.0,0.0,0.0,0.0,31.0,-7.0
414,0.0,0.0,3.0,0.0,73.0,3.0
415,0.0,0.0,114.0,0.0,0.0,64.0
416,0.0,0.0,28.0,0.0,97.0,28.0
417,23.0,0.0,67.0,0.0,44.0,67.0
418,0.0,0.0,19.0,0.0,0.0,25.0
426,0.0,0.0,17.0,0.0,65.0,-4.0
427,46.0,0.0,23.0,0.0,0.0,23.0
430,106.0,0.0,0.0,0.0,62.0,-13.0
433,0.0,0.0,25.0,0.0,30.0,25.0
434,0.0,0.0,11.0,0.0,27.0,9.0
440,0.0,58.0,0.0,0.0,0.0,-1.0
441,0.0,0.0,25.0,0.0,47.0,25.0
443,0.0,0.0,22.0,0.0,0.0,27.0
446,0.0,0.0,55.0,0.0,0.0,43.0
449,11.0,0.0,9.0,0.0,53.0,9.0
450,5.0,0.0,25.0,0.0,0.0,25.0
453,82.0,0.0,0.0,0.0,0.0,-17.0
454,0.0,0.0,45.0,0.0,22.0,45.0
455,21.0,0.0,0.0,0.0,5.0,-7.0
456,45.0,0.0,0.0,0.0,0.0,0.0
459,41.0,0.0,38.0,0.0,0.0,38.0
460,0.0,0.0,55.0,0.0,24.0,55.0
461,22.0,0.0,6.0,0.0,0.0,6.0
463,3.0,0.0,7.0,0.0,48.0,7.0
466,13.0,0.0,23.0,0.0,8.0,23.0
468,6.0,0.0,2.0,0.0,8.0,2.0
469,16.0,0.0,33.0,0.0,16.0,33.0
470,9.0,0.0,19.0,0.0,0.0,19.0
474,0.0,21.0,0.0,0.0,2.0,-5.0
475,17.0,0.0,6.0,0.0,0.0,6.0
477,0.0,37.0,47.0,0.0,0.0,47.0
479,2.0,0.0,6.0,0.0,80.0,6.0
480,65.0,0.0,21.0,0.0,0.0,21.0
481,0.0,34.0,0.0,0.0,8.0,-21.0
482,0.0,35.0,2.0,0.0,20.0,2.0
486,0.0,34.0,0.0,0.0,24.0,-6.0
487,0.0,0.0,30.0,0.0,49.0,29.0
488,16.0,0.0,35.0,0.0,0.0,35.0
489,7.0,0.0,0.0,0.0,38.0,-4.0
494,30.0,0.0,0.0,0.0,8.0,-25.0
496,0.0,0.0,0.0,0.0,0.0,18.0
498,0.0,0.0,0.0,0.0,0.0,-22.0
501,0.0,0.0,33.0,0.0,0.0,33.0
510,0.0,0.0,0.0,0.0,30.0,-12.0
511,0.0,6.0,0.0,0.0,31.0,-7.0
513,12.0,0.0,0.0,0.0,42.0,-1.0
514,0.0,0.0,57.0,0.0,0.0,58.0
515,13.0,0.0,0.0,0.0,9.0,-25.0
516,1.0,0.0,14.0,0.0,0.0,14.0
518,0.0,153.0,0.0,0.0,17.0,-2.0
520,234.0,0.0,0.0,0.0,0.0,-12.0
522,62.0,0.0,0.0,0.0,0.0,-2.0
525,0.0,0.0,19.0,0.0,0.0,20.0
535,0.0,0.0,0.0,0.0,0.0,-35.0
547,0.0,11.0,0.0,0.0,14.0,-9.0
548,3.0,0.0,36.0,0.0,0.0,36.0
549,0.0,0.0,0.0,0.0,34.0,-2.0
552,0.0,60.0,0.0,0.0,41.0,-4.0
560,9.0,0.0,30.0,0.0,0.0,30.0
561,0.0,15.0,0.0,0.0,26.0,-14.0
563,31.0,0.0,0.0,0.0,0.0,-2.0
572,0.0,0.0,0.0,0.0,0.0,21.0
576,0.0,0.0,16.0,0.0,0.0,20.0
578,13.0,0.0,3.0,0.0,0.0,3.0
579,0.0,0.0,0.0,0.0,0.0,-39.0
585,0.0,0.0,0.0,0.0,30.0,-1.0
590,0.0,0.0,27.0,0.0,0.0,35.0
591,0.0,0.0,0.0,0.0,33.0,-3.0
592,47.0,0.0,0.0,0.0,0.0,-4.0
596,0.0,0.0,16.0,0.0,0.0,17.0
600,13.0,0.0,19.0,0.0,0.0,19.0
604,0.0,0.0,50.0,0.0,0.0,53.0
605,9.0,0.0,44.0,0.0,0.0,44.0
608,22.0,0.0,18.0,0.0,119.0,18.0
609,0.0,0.0,0.0,0.0,84.0,-1.0
611,39.0,0.0,0.0,0.0,0.0,-7.0
614,9.0,0.0,16.0,0.0,0.0,16.0
620,0.0,0.0,0.0,0.0,59.0,-2.0
621,0.0,0.0,63.0,0.0,0.0,38.0
622,0.0,0.0,7.0,0.0,260.0,7.0
626,0.0,0.0,49.0,0.0,127.0,-6.0
627,8.0,0.0,7.0,0.0,0.0,7.0
635,30.0,0.0,0.0,0.0,0.0,-23.0
643,69.0,0.0,0.0,0.0,0.0,-1.0
644,15.0,0.0,2.0,0.0,10.0,2.0
645,0.0,0.0,0.0,0.0,129.0,-14.0
646,0.0,0.0,30.0,0.0,0.0,1.0
651,80.0,0.0,10.0,0.0,0.0,10.0
653,0.0,0.0,27.0,0.0,0.0,33.0
654,5.0,0.0,0.0,0.0,31.0,-2.0
655,0.0,0.0,0.0,0.0,0.0,17.0
659,0.0,0.0,43.0,0.0,81.0,43.0
663,0.0,0.0,41.0,0.0,2.0,41.0
666,0.0,0.0,0.0,0.0,0.0,-32.0
682,8.0,0.0,29.0,0.0,0.0,29.0
687,18.0,0.0,4.0,0.0,9.0,4.0
688,4.0,0.0,7.0,0.0,46.0,-10.0
692,40.0,0.0,0.0,0.0,0.0,-11.0
694,0.0,0.0,14.0,0.0,61.0,14.0
696,45.0,0.0,0.0,0.0,0.0,-5.0
697,0.0,0.0,53.0,0.0,37.0,53.0
698,0.0,0.0,11.0,0.0,71.0,11.0
699,0.0,0.0,47.0,0.0,14.0,17.0
703,2.0,0.0,23.0,0.0,0.0,23.0
706,0.0,0.0,17.0,0.0,0.0,17.0
707,16.0,0.0,0.0,0.0,1.0,-6.0
713,63.0,0.0,0.0,0.0,0.0,-15.0
717,0.0,0.0,3.0,0.0,12.0,3.0
719,21.0,0.0,1.0,0.0,0.0,1.0
720,6.0,0.0,0.0,0.0,18.0,-5.0
728,0.0,0.0,28.0,0.0,0.0,30.0
730,62.0,0.0,18.0,0.0,0.0,18.0
733,219.0,0.0,57.0,0.0,0.0,57.0
734,0.0,0.0,20.0,0.0,10.0,20.0
738,11.0,0.0,5.0,0.0,11.0,5.0
741,82.0,0.0,10.0,0.0,2.0,10.0
743,3.0,0.0,5.0,0.0,8.0,5.0
744,0.0,0.0,86.0,0.0,0.0,13.0
747,0.0,0.0,0.0,0.0,39.0,-9.0
748,30.0,0.0,7.0,0.0,37.0,7.0
751,3.0,0.0,14.0,0.0,30.0,14.0
758,0.0,0.0,17.0,0.0,15.0,17.0
759,30.0,0.0,3.0,0.0,0.0,3.0
766,0.0,0.0,53.0,0.0,0.0,-6.0
769,3.0,0.0,0.0,0.0,13.0,-4.0
771,11.0,0.0,14.0,0.0,0.0,14.0
780,0.0,0.0,26.0,0.0,0.0,29.0
781,0.0,0.0,4.0,0.0,37.0,-7.0
782,40.0,0.0,3.0,0.0,0.0,3.0
786,0.0,0.0,31.0,0.0,0.0,35.0
787,0.0,0.0,15.0,0.0,28.0,15.0
791,26.0,0.0,8.0,0.0,0.0,8.0
792,2.0,0.0,0.0,0.0,25.0,-8.0
793,7.0,0.0,0.0,0.0,15.0,-3.0
797,0.0,0.0,0.0,0.0,39.0,-12.0
798,24.0,0.0,0.0,0.0,86.0,-2.0
804,23.0,0.0,0.0,0.0,5.0,-9.0
807,74.0,0.0,24.0,0.0,7.0,24.0
809,0.0,50.0,15.0,0.0,15.0,15.0
811,0.0,0.0,69.0,0.0,0.0,72.0
812,0.0,63.0,6.0,0.0,18.0,6.0
813,0.0,0.0,23.0,0.0,0.0,25.0
818,0.0,0.0,68.0,0.0,117.0,1.0
819,0.0,0.0,86.0,0.0,0.0,14.0
827,0.0,0.0,65.0,0.0,0.0,66.0
830,0.0,27.0,0.0,0.0,35.0,-3.0
834,33.0,0.0,0.0,0.0,0.0,-11.0
835,0.0,0.0,2.0,0.0,19.0,2.0
837,0.0,0.0,19.0,0.0,0.0,-4.0
839,0.0,0.0,17.0,0.0,35.0,17.0
843,15.0,0.0,8.0,0.0,56.0,8.0
846,0.0,0.0,43.0,0.0,0.0,0.0
848,0.0,0.0,46.0,0.0,0.0,46.0
849,0.0,0.0,69.0,0.0,0.0,-1.0
853,0.0,0.0,138.0,0.0,6.0,10.0
859,233.0,0.0,0.0,0.0,0.0,-17.0
867,0.0,0.0,8.0,0.0,30.0,0.0
873,136.0,0.0,40.0,0.0,35.0,40.0
874,0.0,0.0,18.0,0.0,211.0,4.0
875,2.0,0.0,0.0,0.0,87.0,-7.0
876,0.0,0.0,62.0,0.0,53.0,62.0
883,37.0,0.0,0.0,0.0,33.0,-13.0
884,84.0,0.0,0.0,0.0,67.0,-7.0
885,0.0,0.0,0.0,0.0,53.0,-3.0
886,0.0,0.0,47.0,0.0,52.0,5.0
887,0.0,0.0,60.0,0.0,0.0,7.0
892,0.0,0.0,71.0,0.0,0.0,3.0
895,0.0,0.0,78.0,0.0,0.0,83.0
896,0.0,24.0,8.0,0.0,54.0,8.0
897,0.0,8.0,0.0,0.0,86.0,0.0
901,0.0,0.0,3.0,0.0,369.0,3.0
903,0.0,0.0,0.0,0.0,167.0,-11.0
904,27.0,0.0,13.0,0.0,143.0,13.0
905,0.0,0.0,33.0,0.0,58.0,33.0
908,0.0,0.0,0.0,0.0,15.0,-9.0
915,8.0,0.0,8.0,0.0,0.0,8.0
917,43.0,0.0,4.0,0.0,5.0,4.0
918,0.0,54.0,0.0,0.0,42.0,0.0
922,0.0,0.0,90.0,0.0,20.0,-3.0
923,0.0,0.0,29.0,0.0,0.0,30.0
925,0.0,0.0,31.0,0.0,0.0,31.0
926,101.0,0.0,92.0,0.0,30.0,92.0
932,50.0,0.0,34.0,0.0,0.0,34.0
933,0.0,0.0,47.0,0.0,0.0,51.0
935,0.0,0.0,19.0,0.0,0.0,28.0
936,0.0,0.0,117.0,0.0,0.0,42.0
943,0.0,0.0,78.0,0.0,0.0,3.0
950,0.0,0.0,27.0,0.0,0.0,29.0
951,0.0,0.0,18.0,0.0,21.0,18.0
955,0.0,0.0,31.0,0.0,23.0,-8.0
956,0.0,0.0,0.0,0.0,32.0,-8.0
960,2.0,0.0,86.0,0.0,0.0,86.0
961,10.0,0.0,13.0,0.0,0.0,13.0
968,3.0,0.0,13.0,0.0,0.0,13.0
971,0.0,0.0,20.0,0.0,0.0,26.0
974,60.0,0.0,0.0,0.0,175.0,-2.0
979,0.0,0.0,34.0,0.0,36.0,-27.0
980,0.0,0.0,12.0,0.0,23.0,12.0
981,4.0,0.0,0.0,0.0,21.0,-26.0
988,0.0,0.0,14.0,0.0,14.0,8.0
991,0.0,0.0,7.0,0.0,8.0,7.0
997,0.0,0.0,94.0,0.0,60.0,94.0
999,0.0,0.0,3.0,0.0,20.0,3.0
1001,0.0,0.0,0.0,0.0,95.0,-1.0
1002,0.0,0.0,31.0,0.0,78.0,26.0
1005,0.0,0.0,62.0,0.0,46.0,-15.0
1008,0.0,0.0,0.0,0.0,82.0,-2.0
1012,0.0,0.0,0.0,0.0,137.0,-20.0
1013,21.0,0.0,40.0,0.0,0.0,40.0
1014,0.0,0.0,15.0,0.0,58.0,15.0
1015,0.0,0.0,25.0,0.0,0.0,14.0
1017,0.0,16.0,4.0,0.0,209.0,4.0
1018,0.0,0.0,4.0,0.0,14.0,4.0
1019,15.0,0.0,26.0,0.0,17.0,26.0
1021,0.0,0.0,18.0,0.0,12.0,2.0
1022,0.0,0.0,31.0,0.0,0.0,37.0
1025,0.0,0.0,68.0,0.0,0.0,2.0
1026,3.0,0.0,0.0,0.0,42.0,-1.0
1027,0.0,0.0,0.0,0.0,44.0,0.0
1029,0.0,0.0,0.0,0.0,55.0,-6.0
1030,0.0,0.0,0.0,0.0,0.0,-28.0
1034,0.0,0.0,0.0,0.0,0.0,23.0
1037,0.0,223.0,0.0,0.0,28.0,-3.0
1040,57.0,0.0,0.0,0.0,0.0,-10.0
1046,0.0,0.0,0.0,0.0,194.0,-6.0
1047,0.0,0.0,69.0,0.0,139.0,26.0
1048,0.0,0.0,0.0,0.0,25.0,-1.0
1057,0.0,0.0,0.0,0.0,37.0,-9.0
1058,0.0,0.0,60.0,0.0,0.0,0.0
1059,0.0,0.0,59.0,0.0,61.0,-5.0
1060,45.0,0.0,25.0,0.0,2.0,25.0
1061,0.0,0.0,2.0,0.0,43.0,-10.0
1063,1.0,0.0,15.0,0.0,9.0,15.0
1066,0.0,0.0,0.0,0.0,35.0,-2.0
1069,0.0,0.0,23.0,0.0,39.0,-15.0
1070,48.0,0.0,4.0,0.0,0.0,4.0
1071,0.0,0.0,0.0,0.0,55.0,0.0
1072,36.0,0.0,24.0,0.0,0.0,24.0
1074,0.0,0.0,47.0,0.0,71.0,-5.0
1075,46.0,0.0,28.0,0.0,0.0,28.0
1076,0.0,0.0,73.0,0.0,0.0,-10.0
1079,0.0,0.0,94.0,0.0,1.0,-20.0
1081,0.0,0.0,17.0,0.0,0.0,19.0
1118,59.0,0.0,21.0,0.0,0.0,21.0
1140,543.0,0.0,0.0,0.0,0.0,-13.0
1141,0.0,0.0,34.0,0.0,0.0,13.0
1142,2.0,0.0,0.0,0.0,27.0,-2.0
1149,0.0,0.0,19.0,0.0,0.0,24.0
1150,1.0,0.0,14.0,0.0,9.0,14.0
1178,0.0,0.0,17.0,0.0,1.0,17.0
1179,6.0,0.0,0.0,0.0,11.0,-10.0
1182,0.0,0.0,19.0,0.0,0.0,22.0
1184,13.0,0.0,4.0,0.0,0.0,4.0
1186,0.0,0.0,0.0,0.0,96.0,-11.0
1187,0.0,0.0,7.0,0.0,9.0,7.0
1191,0.0,0.0,97.0,0.0,0.0,59.0
1192,0.0,0.0,20.0,0.0,116.0,6.0
1196,0.0,0.0,0.0,0.0,16.0,-5.0
1200,0.0,0.0,35.0,0.0,54.0,-8.0
1207,7.0,0.0,3.0,0.0,14.0,3.0
1212,66.0,0.0,19.0,0.0,0.0,19.0
1216,3.0,0.0,0.0,0.0,25.0,-18.0
1224,0.0,0.0,44.0,0.0,0.0,5.0
1225,2.0,0.0,0.0,0.0,29.0,-8.0
1226,5.0,0.0,0.0,0.0,13.0,-8.0
1227,0.0,0.0,0.0,0.0,21.0,-20.0
1228,2.0,0.0,0.0,0.0,47.0,-12.0
1229,0.0,58.0,0.0,0.0,0.0,-10.0
1230,10.0,0.0,0.0,0.0,128.0,-36.0
1231,0.0,0.0,148.0,0.0,23.0,-8.0
1232,0.0,0.0,0.0,0.0,63.0,-13.0
1237,0.0,0.0,1.0,0.0,78.0,1.0
1238,0.0,0.0,0.0,0.0,70.0,-8.0
1239,56.0,0.0,0.0,0.0,0.0,0.0
1242,10.0,0.0,23.0,0.0,139.0,23.0
1245,0.0,0.0,25.0,0.0,0.0,30.0
1251,0.0,0.0,16.0,0.0,0.0,19.0
1258,33.0,0.0,0.0,0.0,0.0,-21.0
1259,13.0,0.0,8.0,0.0,0.0,8.0
1265,0.0,0.0,0.0,0.0,0.0,-31.0
1272,0.0,0.0,51.0,0.0,47.0,51.0
1273,0.0,0.0,0.0,0.0,87.0,-6.0
1274,9.0,0.0,39.0,0.0,107.0,39.0
1281,0.0,0.0,217.0,0.0,33.0,5.0
1282,0.0,0.0,7.0,0.0,185.0,7.0
1284,0.0,0.0,30.0,0.0,45.0,30.0
1289,0.0,0.0,10.0,0.0,18.0,10.0
1291,0.0,0.0,7.0,0.0,12.0,7.0
1294,0.0,0.0,0.0,0.0,23.0,-8.0
1295,0.0,0.0,33.0,0.0,0.0,32.0
1302,624.0,0.0,0.0,0.0,100.0,-3.0
1304,0.0,0.0,161.0,0.0,0.0,-31.0
1305,0.0,0.0,0.0,0.0,194.0,-13.0
1309,65.0,0.0,1.0,0.0,35.0,1.0
1316,32.0,0.0,60.0,0.0,183.0,60.0
1317,33.0,0.0,0.0,0.0,0.0,-14.0
1318,84.0,0.0,0.0,0.0,61.0,-5.0
1319,0.0,0.0,138.0,0.0,0.0,-15.0
1321,0.0,0.0,0.0,0.0,170.0,-1.0
1322,0.0,0.0,0.0,0.0,188.0,-8.0
1331,0.0,0.0,41.0,0.0,19.0,41.0
1332,0.0,0.0,0.0,0.0,36.0,-3.0
1333,0.0,0.0,0.0,0.0,16.0,-1.0
1335,1.0,0.0,0.0,0.0,112.0,-3.0
1340,0.0,0.0,0.0,0.0,55.0,-2.0
1341,0.0,0.0,22.0,0.0,53.0,22.0
1349,37.0,0.0,3.0,0.0,0.0,3.0
1353,88.0,0.0,0.0,0.0,0.0,-2.0
1354,5.0,0.0,0.0,0.0,85.0,-2.0
1355,4.0,0.0,22.0,0.0,185.0,22.0
1358,10.0,0.0,2.0,0.0,20.0,2.0
1359,0.0,0.0,30.0,0.0,210.0,30.0
1360,0.0,0.0,149.0,0.0,11.0,19.0
1362,0.0,0.0,58.0,0.0,0.0,60.0
1364,0.0,0.0,0.0,0.0,31.0,-17.0
1369,0.0,0.0,0.0,0.0,47.0,-4.0
1370,0.0,0.0,33.0,0.0,0.0,34.0
1371,16.0,0.0,9.0,0.0,32.0,9.0
1373,29.0,0.0,16.0,0.0,0.0,16.0
1375,0.0,0.0,160.0,0.0,0.0,-1.0
1376,64.0,0.0,0.0,0.0,15.0,-5.0
1377,0.0,0.0,12.0,0.0,154.0,12.0
1380,0.0,0.0,14.0,0.0,54.0,14.0
1382,80.0,0.0,6.0,0.0,0.0,6.0
1383,0.0,0.0,22.0,0.0,0.0,26.0
1384,0.0,0.0,68.0,0.0,128.0,7.0
1390,0.0,0.0,2.0,0.0,29.0,2.0
1394,0.0,0.0,0.0,0.0,24.0,-6.0
1395,5.0,0.0,0.0,0.0,20.0,-5.0
1396,175.0,0.0,30.0,0.0,0.0,30.0
1397,0.0,7.0,0.0,0.0,188.0,-18.0
1399,0.0,0.0,0.0,0.0,176.0,-15.0
1415,7.0,0.0,5.0,0.0,97.0,5.0
1416,0.0,0.0,0.0,0.0,23.0,-2.0
1420,0.0,0.0,0.0,0.0,18.0,-12.0
1421,0.0,0.0,2.0,0.0,118.0,2.0
1422,68.0,0.0,26.0,0.0,18.0,26.0
1423,0.0,0.0,2.0,0.0,116.0,2.0
1424,0.0,0.0,17.0,0.0,0.0,24.0
1427,56.0,0.0,15.0,0.0,0.0,15.0
1428,0.0,0.0,6.0,0.0,173.0,6.0
1429,0.0,0.0,0.0,0.0,47.0,-24.0
